client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40699388.mp3	027f4949a684cd179a8bd9cb3e32b07adf866861e4a887ddcc2f1bd2d9b05f1c	Maksim karyerasına Qarabağda başlayıb.		2	1	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40668472.mp3	00c06ece5624c2caf1458971c638e40c404bd8f66c31a8798074c20a1e1eaf6d	Yumurta sonradan əlavə edilmişdir.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40798936.mp3	021918c1aaa6f6cac1eba6037f7589a235d8d46322953f72dbe473c5014ac19f	Yaradıcılığının az bir hissəsini əhatə edir.		2	0	thirties				az	
b5e32070e1d21acf4a2cf3a54c4d5095b0c18104777da59fee07d593f0907d7fa91dc67ac634f2ebdd2395fa803dd12f3f817631be16d7f51dd27078321c10e9	common_voice_az_36729376.mp3	0150e8b443b83cf025406329eebe3c1ee9a484a59ac44fd98f48b65f86490b17	Bu kitabla bağlı maraqlı bir fakt vardır.		2	0	thirties	male_masculine			az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40811207.mp3	00579ab1e758b0bc93dd038fb54e5469c04a2c8b3d2e2bf80e5877ca3c12a435	Azərbaycan Televiziyasında istehsal edilmişdir.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40668499.mp3	01abb2ef99d49c58b48055f654337c55e75312f42ad21335c9c62658b0883391	Lakin onlar arasında əsaslı fərqlər də vardır.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40734732.mp3	023a871365d14118e2ce4cb78226ea6fb84a8298d7ee66a7858971554d4abcb0	Kimya elmləri doktoru idi.		2	0	thirties				az	
b5e32070e1d21acf4a2cf3a54c4d5095b0c18104777da59fee07d593f0907d7fa91dc67ac634f2ebdd2395fa803dd12f3f817631be16d7f51dd27078321c10e9	common_voice_az_36729357.mp3	01765a9a492861c51fa478830bfe85e97aee8fe2e732cd5a264be07bc96c87b9	Belarus milli futbol komandasına namizəd sayılır.		2	0	thirties	male_masculine			az	
b5e32070e1d21acf4a2cf3a54c4d5095b0c18104777da59fee07d593f0907d7fa91dc67ac634f2ebdd2395fa803dd12f3f817631be16d7f51dd27078321c10e9	common_voice_az_36729398.mp3	006127acbcd16baaa0eead0f38bf603c7ae7fa605abb57ccdeefb86023591b18	Təşkilatın hədəfi imperatorun mütləq hakimiyyətini təmin etməkdən ibarət olmuşdur.		2	1	thirties	male_masculine			az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40668551.mp3	0013370524f42933561790c6537312c9b8dc0adefd3dee898b058be10b4bb184	Üç ayaqlı atı vardır.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40811227.mp3	003beab605d1f4af764340f26901a665560571b2a663251cded6bff4e71f0d8b	Kəşfiyyatçı atıcı idi.		2	0	thirties				az	
b5e32070e1d21acf4a2cf3a54c4d5095b0c18104777da59fee07d593f0907d7fa91dc67ac634f2ebdd2395fa803dd12f3f817631be16d7f51dd27078321c10e9	common_voice_az_36729428.mp3	01067a647e0d39391a4e8041946ab0908521f32798e10d91dd4fbb4d2e5531af	Ölkə rəhbərliyi mövcud problemə Azərbaycan xalqının münasibətini bilmişdi.		2	1	thirties	male_masculine			az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40811860.mp3	0264c4454bc9e116a5d3bd9026632cd6c798f1ad00c456acdafd8bf997b4d50e	Təxminən iki il müddətində ikinci komandan vəzifəsini icra etdi.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40734752.mp3	025f88a8d97eeb8044d39d0569cb050ed0883e55867b0cb9350d25a05502b0ba	Bu suları Laçın və ətraf rayonların əhalisi özləri üçün sevimli müalicəvi vasitə sayırlar.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40819135.mp3	02a3852ed1ba03de5af78af5c6f5a5da8a05474bb79d821b03c2b1fc505dc4ca	Yataq üzrə ilk geoloq Ağa Qurban oğlu Əliyev olmuşdur.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40819167.mp3	01c0b16632209e32523bca57ea2b420d9b7045885dff21d6571b16664fd0e4de	Hazırda adalarda kurort turizm inkişaf etmişdir.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40798922.mp3	01c6703953ea57c4a1678bd6aaa551295e04af725accfdca50c0568e7bcb5a21	Çay vadilərində və dağ yamaclarında bitir.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40667940.mp3	00262cf980767c1e7a8a47e2957e12e408451da419ac8a04385e332e42b34486	Qoruğun bitki örtüyü zəngin deyil.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40819125.mp3	02d8a607e1ebdc4a4375b8c2dcd706c9c463ecdcb3834086e7af46884a4f267b	Seçkilərin yekun nəticələri gələn həftə təsdiq olunacaq.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40811187.mp3	026fd9fbbab421cada63e84fadb7ab8ef7c488ad3ccb646ce4782dec07f3632e	Aruqula alarkən onun yarpaqlarının ölçüsünə diqqət edin.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40811185.mp3	0101ef27a0523a741829ceb4b2df64b0d15862ad4327c3e19348d4b109f4097c	Ramiz Məmmədov.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40699377.mp3	029067131c357b946b27256744f28dd5eb38ac4288b2f111d12640e7d65c9c09	Birinci dərəcəli fövqəladə və səlahiyyətli elçi diplomatik rütbəsinə malikdir.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40819116.mp3	02e5655b2b1af7cf8543f3474fdfaed4be16392adc81f7ff6c5d72fc587bfc24	Bakının Binə qəsəbəsində böyük qərənfil sahələri var.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40799020.mp3	0161ee5fd4a3c01829265efffb887ccfbbe96632cb47c6b66b2b15df6da1f6c9	Lakin İkinci dünya müharibəsi illərindən sonra kəndin əhalisi azalmışdır.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40798981.mp3	03018eecd42d24ed9928850d87a0434acdbb44fbd145d7f0eeef3b408780a09c	Mübarizədən Arqun və Buğa noyon qalib ayrıldı.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40811181.mp3	00d2a03f78b16a91826092a0383f728ca31ca2133523f07697d1c037b04909de	"Heydər Əliyev fondu və Mehriban Əliyevanın dəstəyi ilə ""Azərbaycan–Macarıstan mətbəxi"" kitabının təqdimatı olub."		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40668229.mp3	0098c5705df70dcc2f5207123ae4c212971a54c60c37067437df4b84b44cd096	Abidə tunc dövrünə aid edilir.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_42621072.mp3	0244d0ead47dc8da7c66f78851a578930f856eb70aca94d1fb204c3630a793f5	Lokal şəbəkələr ən geniş yayılmış şəbəkə növüdür.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40799002.mp3	0306b6b0494e3e5a90c204610c9f31e8f456d5b1d98cd0ba49b5abd3269f62a5	Vəkil məhkəmə iclasında iştirak edə bilməyib.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40679477.mp3	008d1be7ac0b05f07f07c46eaf6ff1049989e16b3283162d860c8697ae88bbba	Divarlar üç sıra kərpic və bir sıra çay daşından hörülmüşdür.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40679336.mp3	00d50e30e62aa067904e9760b08f02d9a43de672131b574c39851b39505b0d86	Uizli ailəsinin evi.		2	0	thirties				az	
b5e32070e1d21acf4a2cf3a54c4d5095b0c18104777da59fee07d593f0907d7fa91dc67ac634f2ebdd2395fa803dd12f3f817631be16d7f51dd27078321c10e9	common_voice_az_36729391.mp3	009fd228cb18cc0411dd68427e52ee0dfa870f9d70c40f820d98f1e7e43d41b9	Bu reallığın əsasını sosial faktlar təşkil edir.		2	0	thirties	male_masculine			az	
b5e32070e1d21acf4a2cf3a54c4d5095b0c18104777da59fee07d593f0907d7fa91dc67ac634f2ebdd2395fa803dd12f3f817631be16d7f51dd27078321c10e9	common_voice_az_36729375.mp3	01d4ebd420907f8d2ff27ecdf45f46393de6840c903afb5d07c1c0a200413682	Keçmiş adı Qəhrəmanlı olmuşdur.		2	0	thirties	male_masculine			az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40679491.mp3	0253a7632a66bbe623ced6d09d2fee636a17471482e0f8b4e64004545963c428	Yeni Azərbaycan Partiyası Pirallahı Rayon Təşkilatı İdarə Heyətinin üzvüdür.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40819130.mp3	0340acf65b3bca3650731c96970f663edb7481f61f2491b79061eb318146ab5e	Talışın və Suqovuşanın azadlığı uğrunda gedən döyüşlərdə vuruşmuşdur.		2	0	thirties				az	
b5e32070e1d21acf4a2cf3a54c4d5095b0c18104777da59fee07d593f0907d7fa91dc67ac634f2ebdd2395fa803dd12f3f817631be16d7f51dd27078321c10e9	common_voice_az_36729382.mp3	0002c102243e75fc81bec00b81f9ecdda64bd933fd9e2474c635f284a1c15037	Adətən buxarlanma dedikdə suyun buxara çevrilməsi başa düşülür.		2	0	thirties	male_masculine			az	
b5e32070e1d21acf4a2cf3a54c4d5095b0c18104777da59fee07d593f0907d7fa91dc67ac634f2ebdd2395fa803dd12f3f817631be16d7f51dd27078321c10e9	common_voice_az_36729360.mp3	00529ceceb0dccf6580dcbb21720df7b6743b30d9014844640b9c88435ae1d00	Dərisi hamardır.		2	0	thirties	male_masculine			az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40737760.mp3	0109fb1f5c534b78a150f9ac42135a73b7ee0d913f6b8d89671f920431a07925	Fərdi üslub bəzən bir qrup şair və ya yazıçıya da aid ola bilir.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40811186.mp3	02ddd0efe2771e65ab050283ee83c11dac32f5d49da5399c6fd213ed57c5988d	Nəqliyyat Kosovo iqtisadiyyatında mühüm rol oynayır.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40735347.mp3	02bc3686956707c390e452c7bbf89c5ffd0f371bcdaf3d46945f91ea9f22161b	Londona hər il dünyanın müxtəlif ərazilərindən turistlər gəlməkdədir.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40737759.mp3	017b8c4ca87eeba3685ef41bddf6e5de4234644976a34e432100b6ff16f677ff	Çünki insandan yalnız onun əməlləri yadigar qalır.		2	0	thirties				az	
b5e32070e1d21acf4a2cf3a54c4d5095b0c18104777da59fee07d593f0907d7fa91dc67ac634f2ebdd2395fa803dd12f3f817631be16d7f51dd27078321c10e9	common_voice_az_36729344.mp3	007f966ea373253c9acf67282e9521aa38b955260dfc9b01d150ed2e4cb55f3c	Etiqad haqqında.		2	0	thirties	male_masculine			az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40668226.mp3	01e9b2ef91a7ac1563e30f2180393b1ad67f7f241c74996488537ceeabb06325	Nobel qardaşlarının Azərbaycanda geniş fəaliyyəti olmuşdur.		2	0	thirties				az	
b5e32070e1d21acf4a2cf3a54c4d5095b0c18104777da59fee07d593f0907d7fa91dc67ac634f2ebdd2395fa803dd12f3f817631be16d7f51dd27078321c10e9	common_voice_az_36729429.mp3	01d702509d3785a9d981f17355e0b573389e11ddee88931d6f23459bbf7fa061	Körfəzin sahilində Türkmənbaşı limanı yerləşir.		2	0	thirties	male_masculine			az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40811192.mp3	02ce294cde30f4197d3efb4f0838f6c887da62fe39d5ce67a9200f75d5e46ca3	Kənddə il boyu fəaliyyət göstərən yeməkxana vardır.		2	0	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40735002.mp3	009bf6f37cf50474e4bc504f83a7496c27e82bc6c5af9189ef93424b3bc88d0e	Bakı Teatrında rejissor kimi bir neçə tamaşaya quruluş vermişdir.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40798955.mp3	018a7c8e523129d9a379fffeb2d6b89f7604f64ed151e89c51feb42b4616fe71	Quliyev yeniyetmələr arasında Azərbaycan Çempionatının bürünc medalının sahibi oldu.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40737720.mp3	01e54b6b29c31ec47267292296e649f32f8b1eb872f665ae9c233979631fb40e	Ölkənin ərazisində yerləşən ən köhnə torpaqlar Mezozoy dövründən qalmışdır.		2	0	thirties				az	
6c2ddea22c8a7610e8d6e3cd9fde20ced80640d3b9b39d9d77aaf2ae70ff5342b982b8be00073ec120df7c6485630e61ac37ac6bf56d9a95f5363952ef85dce3	common_voice_az_40811230.mp3	0002d79adb13c551547e8571c5472be14dd39e91c722642995a3fbdda6038d21	Bu böyük bir hadisə idi.		2	1	thirties				az	
4330a3785df536c848d80fb034d51d7e18c29edca132b2bc22fd9c96304bf06935f978f0c05c7fce26a8d4568f30cb95108fc78ebbe47e577d6968478c22ad54	common_voice_az_40699376.mp3	0289e0fe593aa2e2061c70795a4e9011780cc4c777604db41a034f88daf5473a	Döyüşlər quldarlıq tərəfdarı tərəfindən idarə olunan Merilend ştatının ərazilərində gedirdi.		2	0	thirties				az	
b5e32070e1d21acf4a2cf3a54c4d5095b0c18104777da59fee07d593f0907d7fa91dc67ac634f2ebdd2395fa803dd12f3f817631be16d7f51dd27078321c10e9	common_voice_az_36729384.mp3	01db9c9f807dfb575a234534473df72984661dcaa2fdf14b8e6724d01baa96e7	Son nəticədə Hacı Murad işğalçıların tərəfinə keçir.		2	0	thirties	male_masculine			az	
b5e32070e1d21acf4a2cf3a54c4d5095b0c18104777da59fee07d593f0907d7fa91dc67ac634f2ebdd2395fa803dd12f3f817631be16d7f51dd27078321c10e9	common_voice_az_36729353.mp3	01e5cdb731883047840ef25625f89975aaac2c61149014cc3335e106ebe6217e	Ailənin üç oğlu var.		2	1	thirties	male_masculine			az	
b5e32070e1d21acf4a2cf3a54c4d5095b0c18104777da59fee07d593f0907d7fa91dc67ac634f2ebdd2395fa803dd12f3f817631be16d7f51dd27078321c10e9	common_voice_az_36729388.mp3	0030fd870a954af69961836fecdaa755b58334e4d407ca8461294060fb5c388f	Burada saman qarışığı olan çiy kərpicdən tikilmiş dairəvi planlı yaşayış binasının qalıqları aşkar olunmuşdur.		2	0	thirties	male_masculine			az	
b5e32070e1d21acf4a2cf3a54c4d5095b0c18104777da59fee07d593f0907d7fa91dc67ac634f2ebdd2395fa803dd12f3f817631be16d7f51dd27078321c10e9	common_voice_az_36729381.mp3	009160909c35e563b0259eb04874b2a9f772af815340e884ff280dc813041faa	Sovet kinosunda ilk dəfə olaraq quraşdırılmış səhnələri çəkib.		2	0	thirties	male_masculine			az	
